rt_bin,mz,charge,rt_minutes,peak_width_minutes,mz_defect,kendrick_mass_defect,real
8,411.134634237537,2,0.83761666666666701,3.5266666666666703E-2,0.134634,0.324442,1
8,412.03482213208002,1,0.83761666666666701,0.16751666666666701,0.034822,0.425260,1
8,417.01300232997102,1,0.83761666666666701,0.13225000000000001,0.013002,0.452638,1
8,454.20431805834897,1,0.83761666666666701,0.14106666666666701,0.204318,0.302851,1
8,497.13804216368698,2,0.83761666666666701,0.14988333333333301,0.138042,0.417067,1
8,671.11565128556401,1,0.83761666666666701,0.13225000000000001,0.115651,-0.366278,0
8,155.03474100355899,1,0.84643333333333304,0.15870000000000001,0.034741,0.138372,1
8,165.02004640203799,1,0.84643333333333304,0.13225000000000001,0.020046,0.164216,0
8,206.04965127198599,2,0.84643333333333304,0.19396666666666701,0.049651,0.180426,0
8,324.086224482185,2,0.84643333333333304,4.4083333333333398E-2,0.086224,0.275653,1
8,325.09371139486097,2,0.84643333333333304,0.19396666666666701,0.093711,0.269291,1
8,339.070434933559,1,0.84643333333333304,0.14988333333333301,0.070435,0.308174,1
8,372.87183441967898,1,0.84643333333333304,3.5266666666666703E-2,0.871834,-0.455482,0
8,413.08564211616402,1,0.84643333333333304,0.11461666666666701,0.085642,0.375613,1
8,247.06953288670499,2,0.84643333333333304,0.20278333333333301,0.069533,0.206347,1
8,453.00700033379502,1,0.84643333333333304,0.13225000000000001,0.007000,0.498831,1
8,174.14993682407899,1,0.86406666666666698,7.9350000000000004E-2,0.149937,0.044521,0
8,190.031334624892,1,0.85524999999999995,3.5266666666666703E-2,0.031335,0.180856,0
8,190.071452025773,1,0.85524999999999995,8.8166666666666699E-2,0.071452,0.140783,1
8,197.045429206958,2,0.86406666666666698,0.56688333333333296,0.045429,0.174593,0
8,243.04965670906199,2,0.86406666666666698,0.15870000000000001,0.049657,0.221735,1
8,297.06364833353302,2,0.85524999999999995,2.6450000000000001E-2,0.063648,0.268056,1
8,301.93693000448798,1,0.85524999999999995,0.302383333333333,0.936930,0.400215,1
8,341.06535165855797,1,0.86406666666666698,0.25829999999999997,0.065352,0.315485,1
8,326.09022424462898,2,0.85524999999999995,0.21160000000000001,0.090224,0.273891,1
8,328.09937896926198,2,0.85524999999999995,0.10580000000000001,0.099379,0.266980,1
8,356.02090151424699,1,0.85524999999999995,0.18515000000000001,0.020902,0.376635,1
8,369.99849492372601,1,0.85524999999999995,0.16751666666666701,0.998495,0.414649,1
8,371.09901016452301,2,0.86406666666666698,0.16751666666666701,0.099010,0.315362,1
8,378.141811877311,1,0.85524999999999995,0.13225000000000001,0.141812,0.280425,1
8,507.12499937259997,2,0.85524999999999995,0.11461666666666701,0.124999,0.441261,1
8,139.03944215185001,1,0.87288333333333301,0.38173333333333298,0.039442,0.115811,0
8,141.01633166942599,2,0.87288333333333301,7.0533333333333295E-2,0.016332,0.141128,0
8,195.06949005810301,1,0.87288333333333301,1.76333333333334E-2,0.069490,0.148326,1
8,266.06649270911902,2,0.87288333333333301,0.12343333333333301,0.066493,0.230600,0
8,267.05626168815098,2,0.87288333333333301,0.11461666666666701,0.056262,0.241936,1
8,267.08819011259499,1,0.87288333333333301,0.20278333333333301,0.088190,0.210043,1
8,156.13876913543601,1,0.88170000000000004,0.25829999999999997,0.138769,0.035577,0
8,202.95436854628599,1,0.88170000000000004,7.0533333333333295E-2,0.954369,0.272252,1
8,239.09401894342301,2,0.88170000000000004,0.12343333333333301,0.094019,0.172956,1
8,380.19100400618299,1,0.88170000000000004,0.17633333333333301,0.191004,0.233521,1
8,473.061735363916,1,0.88170000000000004,0.16751666666666701,0.061735,0.466490,1
8,457.09706977149398,2,0.89051666666666696,0.14106666666666701,0.097070,0.413329,1
8,329.08072225117701,2,0.89933333333333298,9.6983333333333296E-2,0.080722,0.286732,1
8,330.99890357002499,1,0.89933333333333298,2.6450000000000001E-2,0.998904,0.370693,1
8,392.81617839617599,2,0.89933333333333298,0.13225000000000001,0.816178,-0.377556,0
8,396.03352157731302,1,0.89933333333333298,9.6983333333333296E-2,0.033522,0.408693,1
9,158.52239083850799,2,0.90815000000000001,0.14988333333333301,0.522391,-0.345383,0
9,169.023055121581,2,0.90815000000000001,0.11461666666666701,0.023055,0.165678,0
9,176.02972947293799,2,0.90815000000000001,9.6983333333333296E-2,0.029729,0.166827,0
9,230.03610584323499,2,0.90815000000000001,0.20278333333333301,0.036106,0.220755,0
9,244.01566775551399,1,0.90815000000000001,0.14988333333333301,0.015668,0.256802,0
9,258.97984036017601,1,0.90815000000000001,0.15870000000000001,0.979840,0.309339,0
9,138.00659122734001,2,0.90815000000000001,9.6983333333333296E-2,0.006591,0.147508,0
9,289.990272982222,1,0.90815000000000001,0.214216666666667,0.990273,0.333533,0
9,295.08059641899399,2,0.90815000000000001,8.8166666666666602E-2,0.080596,0.248893,1
9,319.108645507971,2,0.90815000000000001,0.44345000000000001,0.108646,0.247674,1
9,323.07675799890097,1,0.90815000000000001,7.9350000000000004E-2,0.076758,0.283992,1
9,335.082676451309,2,0.90815000000000001,0.13225000000000001,0.082676,0.291480,1
9,366.89600677611497,1,0.90815000000000001,8.8166666666666602E-2,0.896007,-0.486327,0
9,373.11626040206602,2,0.90815000000000001,0.21160000000000001,0.116260,0.300365,1
9,227.051894067483,2,0.91696666666666704,0.10580000000000001,0.051894,0.201634,1
9,249.19679732161899,1,0.91696666666666704,0.17633333333333301,0.196797,0.081458,1
9,258.06550478416801,2,0.91696666666666704,0.12343333333333301,0.065505,0.222653,0
9,321.01545625857102,1,0.91696666666666704,8.8166666666666602E-2,0.015456,0.342992,1
9,366.15481431513399,1,0.91696666666666704,0.320016666666667,0.154814,0.254037,1
9,437.142916814881,1,0.91696666666666704,0.64623333333333299,0.142917,0.345201,1
9,250.05491442900501,2,0.91696666666666704,0.14106666666666701,0.054914,0.224299,1
9,189.052650621335,2,0.92578333333333296,0.240683333333333,0.052651,0.158447,0
9,208.946195821934,1,0.92578333333333296,5.29000000000001E-2,0.946196,0.287115,0
9,241.07485054906601,2,0.92578333333333296,0.16751666666666701,0.074851,0.194336,1
9,264.12488751262902,1,0.92578333333333296,0.249483333333333,0.124888,0.170037,1
9,265.06205208406101,2,0.93459999999999999,6.17166666666666E-2,0.062052,0.233919,1
9,329.931644756732,1,0.93459999999999999,0.39936666666666698,0.931645,0.436760,1
9,331.08305352662001,2,0.93459999999999999,0.14988333333333301,0.083054,0.286637,1
9,478.15573688475502,1,0.93459999999999999,0.240683333333333,0.155737,0.378176,1
9,235.06942526248201,2,0.95223333333333304,0.27593333333333298,0.069425,0.193055,0
9,315.88202609912702,1,0.95223333333333304,5.2899999999999898E-2,0.882026,0.470691,0
9,346.084493845287,2,0.95223333333333304,4.4083333333333301E-2,0.084494,0.301947,1
9,361.05523525812401,1,0.95223333333333304,0.13225000000000001,0.055235,0.347922,1
9,374.11698144988702,1,0.95223333333333304,0.22041666666666701,0.116981,0.300761,1
9,379.10603093815399,2,0.95223333333333304,3.5266666666666703E-2,0.106031,0.317282,1
9,173.56318223485999,2,0.96104999999999996,0.25829999999999997,0.563182,-0.369380,0
9,254.06878650106199,2,0.96104999999999996,6.17166666666666E-2,0.068787,0.214909,1
9,289.12652064550201,1,0.96104999999999996,0.249483333333333,0.126521,0.196321,1
9,299.07690852540202,2,0.96104999999999996,2.6450000000000001E-2,0.076909,0.257043,0
9,305.10087710480502,1,0.96104999999999996,0.53161666666666696,0.100877,0.239801,1
9,196.14662958468199,1,0.96986666666666699,0.13225000000000001,0.146630,0.072389,1
9,244.155115152251,1,0.96986666666666699,0.38173333333333298,0.155115,0.117511,1
9,265.07191941030698,2,0.97868333333333302,3.5266666666666703E-2,0.071919,0.224062,1
9,293.97106974480101,1,0.97868333333333302,0.170133333333333,0.971070,0.357181,0
9,164.92434116712499,1,0.98750000000000004,8.1966666666666702E-2,0.924341,0.259815,0
9,190.994919754531,1,0.98750000000000004,3.5266666666666703E-2,0.994920,0.218347,0
9,217.95884556768701,1,0.98750000000000004,5.29000000000001E-2,0.958846,0.284529,0
9,277.99873994782303,1,0.98750000000000004,0.267116666666667,0.998740,0.311676,0
9,317.17718859497398,1,0.98750000000000004,8.8166666666666699E-2,0.177189,0.176974,0
9,334.997253892201,1,0.98750000000000004,0.29356666666666698,0.997254,0.376807,0
9,429.11960594570598,1,0.98750000000000004,0.223033333333333,0.119606,0.359553,1
9,441.14399056166798,1,0.98750000000000004,0.187766666666667,0.143991,0.348595,1
9,239.065294325454,2,0.99631666666666696,0.45226666666666698,0.065294,0.201648,1
9,324.00414810539002,1,0.99631666666666696,0.214216666666667,0.004148,0.357638,1
9,316.00079687770301,1,0.99631666666666696,0.36409999999999998,0.000797,0.352052,1
9,501.13622882892798,1,0.99631666666666696,0.57569999999999999,0.136229,0.423344,1
9,516.13547091691498,1,0.99631666666666696,0.61978333333333302,0.135471,0.440851,0
10,272.94217881164701,1,1.0139499999999999,0.117233333333333,0.942179,0.362591,0
10,275.96102775322998,1,1.0139499999999999,9.0799999999999895E-2,0.961028,0.347113,0
10,268.96263883354402,1,1.0139499999999999,9.9599999999999897E-2,0.962639,0.337687,0
10,291.98345174890198,1,1.0139499999999999,9.0783333333333396E-2,0.983452,0.342580,1
10,316.10767274482498,2,1.0051333333333301,0.12605,0.107673,0.245296,1
10,408.18175005354499,1,1.0139499999999999,0.34646666666666698,0.181750,0.274029,1
10,458.13886534456998,1,1.0051333333333301,2.6450000000000098E-2,0.138865,0.372697,1
10,151.03786380553899,2,1.0227666666666699,0.45226666666666698,0.037864,0.130786,0
10,152.04975534195901,2,1.0227666666666699,0.28475,0.049755,0.120025,0
10,161.032648424375,2,1.0227666666666699,3.7883333333333297E-2,0.032648,0.147162,0
10,182.96451002612301,1,1.0227666666666699,4.67000000000002E-2,0.964510,0.239790,0
10,190.98082845568601,1,1.0227666666666699,5.55166666666667E-2,0.980828,0.232422,0
10,192.97946002820299,1,1.0227666666666699,5.55166666666667E-2,0.979460,0.236023,0
10,198.942428461275,1,1.0227666666666699,6.4333333333333395E-2,0.942428,0.279712,1
10,223.988979093117,1,1.0227666666666699,0.117233333333333,0.988979,0.261129,0
10,251.05475196819299,2,1.0227666666666699,0.16751666666666701,0.054752,0.225578,1
10,239.968594351788,1,1.0227666666666699,7.3150000000000007E-2,0.968594,0.299357,0
10,258.93934653887101,1,1.0227666666666699,4.6699999999999998E-2,0.939347,0.349787,0
10,265.02046765617803,1,1.0227666666666699,0.117233333333333,0.020468,0.275457,1
10,281.99401218432399,1,1.0227666666666699,3.7883333333333297E-2,0.994012,0.320865,1
10,299.96450725955702,1,1.0227666666666699,4.6699999999999998E-2,0.964507,0.370436,1
10,311.98584839720297,1,1.0227666666666699,5.55166666666667E-2,0.985848,0.362518,0
10,314.943428384703,1,1.0227666666666699,4.6716666666666497E-2,0.943428,0.408240,0
10,340.91982495516203,1,1.0227666666666699,6.4333333333333395E-2,0.919825,0.460849,0
10,338.96870523323702,1,1.0227666666666699,0.170133333333333,0.968705,0.409790,1
10,353.94765170203902,1,1.0227666666666699,4.6699999999999998E-2,0.947652,0.447569,0
10,371.95431968864398,1,1.0227666666666699,3.7899999999999802E-2,0.954320,0.461008,0
10,382.15051482432801,1,1.0227666666666699,0.52280000000000004,0.150515,0.276198,1
10,385.88237580077202,1,1.0227666666666699,3.7899999999999802E-2,0.882376,-0.451496,0
10,400.93690527709202,1,1.0227666666666699,3.7899999999999802E-2,0.936905,-0.489216,0
10,423.95356278902102,1,1.0227666666666699,3.7899999999999802E-2,0.953563,-0.480172,0
10,175.12005008678199,1,1.0430333333333299,0.32883333333333298,0.120050,0.075491,1
10,224.058147884932,2,1.0430333333333299,0.17895,0.058148,0.192037,1
10,327.05546992815698,1,1.0430333333333299,3.5249999999999997E-2,0.055470,0.309723,1
10,352.115056701865,2,1.0430333333333299,0.12605,0.115057,0.278118,1
10,359.243753204467,1,1.0430333333333299,4.6699999999999998E-2,0.243753,0.157382,0
10,359.98980467764,1,1.0430333333333299,0.161316666666667,0.989805,0.412163,1
10,401.87469854868698,1,1.0430333333333299,4.67000000000002E-2,0.874699,-0.425962,0
10,217.08297279190501,1,1.0518333333333301,0.52280000000000004,0.082973,0.159424,1
10,236.076996958047,2,1.0518333333333301,4.4066666666666698E-2,0.076997,0.186609,1
10,236.90963306458099,1,1.0518333333333301,1.7616666666666801E-2,0.909633,0.354902,0
10,265.07621797001502,2,1.0518333333333301,4.6699999999999998E-2,0.076218,0.219769,1
10,281.05553589950398,1,1.0518333333333301,4.4066666666666698E-2,0.055536,0.258293,1
10,300.05532608723598,2,1.0518333333333301,9.9599999999999897E-2,0.055326,0.279718,1
10,320.86926528007399,1,1.0518333333333301,2.64333333333335E-2,0.869265,0.489020,0
10,341.06363874760001,1,1.0518333333333301,9.9599999999999897E-2,0.063639,0.317196,1
10,349.04248383727497,1,1.0518333333333301,1.7616666666666801E-2,0.042484,0.347260,1
10,365.01359594694497,1,1.0518333333333301,2.64333333333335E-2,0.013596,0.393981,1
10,372.232757934944,1,1.0518333333333301,4.4066666666666698E-2,0.232758,0.182880,1
10,422.16562270528499,1,1.0518333333333301,0.54043333333333299,0.165623,0.305771,1
10,433.00030338997999,1,1.0518333333333301,2.64333333333335E-2,0.000303,0.483189,1
10,440.86789257474902,1,1.0518333333333301,2.64333333333335E-2,0.867893,-0.375616,0
10,171.07686983725799,1,1.0606500000000001,0.54043333333333299,0.076870,0.114156,1
10,179.09038149782501,1,1.0606500000000001,2.64333333333335E-2,0.090381,0.109592,1
10,201.03937476615101,2,1.0606500000000001,4.4066666666666698E-2,0.039375,0.185108,0
10,208.97527455627301,1,1.0606500000000001,3.5249999999999997E-2,0.975275,0.258069,0
10,251.03334672010999,1,1.0606500000000001,2.64333333333335E-2,0.033347,0.246959,1
10,333.07837143922302,2,1.0606500000000001,2.64333333333335E-2,0.078371,0.293547,1
10,454.99336710255199,1,1.0606500000000001,2.64333333333335E-2,0.993367,-0.485317,1
10,503.06883601225599,1,1.0606500000000001,2.64333333333335E-2,0.068836,0.492895,1
10,191.041324955329,2,1.0694666666666699,0.267116666666667,0.041325,0.171993,1
10,221.04159378045901,1,1.0694666666666699,3.5266666666666599E-2,0.041594,0.205223,1
10,237.08706855859199,1,1.0694666666666699,0.223033333333333,0.087069,0.177665,1
10,249.04805463981501,1,1.0694666666666699,4.4066666666666698E-2,0.048055,0.230035,0
10,296.06913460016699,2,1.0694666666666699,2.6449999999999901E-2,0.069135,0.261459,1
10,375.10010615815798,2,1.0694666666666699,1.7633333333333199E-2,0.100106,0.318734,1
10,411.09948391777101,1,1.0694666666666699,9.6983333333333199E-2,0.099484,0.359553,1
10,449.06562024118801,1,1.0694666666666699,4.4083333333333301E-2,0.065620,0.435810,1
10,181.146401999956,1,1.0782833333333299,0.13223333333333301,0.146402,0.055868,1
10,219.031842688311,1,1.0782833333333299,5.2899999999999898E-2,0.031843,0.212730,1
10,234.94854146875201,1,1.0782833333333299,2.6449999999999901E-2,0.948541,0.313804,0
10,251.055096438596,2,1.0782833333333299,0.18515000000000001,0.055096,0.225234,1
10,264.08269416341102,2,1.0782833333333299,0.16751666666666701,0.082694,0.212183,1
10,319.04278258037903,1,1.0782833333333299,0.36409999999999998,0.042783,0.313463,1
10,345.60519007171598,2,1.0782833333333299,6.17166666666666E-2,0.605190,-0.219284,1
10,354.10784889851698,2,1.0782833333333299,0.12605,0.107849,0.287551,1
10,371.10414204912701,2,1.0782833333333299,4.4083333333333301E-2,0.104142,0.310236,1
10,381.080793617079,1,1.0782833333333299,0.42581666666666701,0.080794,0.344725,1
10,365.10607247241001,1,1.0782833333333299,0.25829999999999997,0.106072,0.301608,1
10,543.13319304357697,1,1.0782833333333299,0.17895,0.133193,0.473274,1
10,669.19867427375095,2,1.0782833333333299,0.196583333333333,0.198674,-0.451441,1
10,670.204917653866,2,1.0782833333333299,0.170133333333333,0.204918,-0.456561,1
10,281.070316355849,2,1.0871,0.22923333333333301,0.070316,0.243529,1
10,292.20192496195398,1,1.0871,0.12605,0.201925,0.124350,0
10,362.10026723501699,2,1.0871,0.16751666666666701,0.100267,0.304057,1
10,426.12927046131,2,1.0871,0.13225000000000001,0.129270,0.346549,1
10,527.15676749425199,1,1.0871,0.30856666666666699,0.156767,0.431860,1
10,678.19937390674704,2,1.0871,0.15870000000000001,0.199374,-0.442090,1
10,162.11349074570799,1,1.09591666666667,0.24685000000000001,0.113491,0.067527,1
10,208.100343892908,2,1.09591666666667,0.32883333333333298,0.100344,0.132023,1
11,236.15080662582301,1,1.10473333333333,0.14988333333333301,0.150807,0.112881,0
11,256.08663461999203,1,1.10473333333333,0.46108333333333301,0.086635,0.199314,1
11,272.07634657510903,2,1.10473333333333,0.22041666666666701,0.076347,0.227456,1
11,287.11159277908502,1,1.10473333333333,0.23185,0.111593,0.208999,1
10,427.12064793264898,1,1.09591666666667,0.39055000000000001,0.120648,0.356279,1
10,452.11445481169301,2,1.09591666666667,0.12343333333333401,0.114455,0.390380,1
10,454.18607376454497,1,1.09591666666667,0.196583333333333,0.186074,0.321074,1
11,458.188810487642,1,1.10473333333333,0.223033333333333,0.188810,0.322807,1
10,652.20443551102801,1,1.09591666666667,0.37291666666666701,0.204436,-0.476178,1
10,686.20886212528899,2,1.09591666666667,0.223033333333333,0.208862,-0.442635,1
11,183.96532185706599,1,1.11355,3.52666666666668E-2,0.965322,0.240095,0
11,249.19753259981599,1,1.11355,0.223033333333333,0.197533,0.080724,1
11,271.08243541157299,2,1.11355,4.4083333333333502E-2,0.082435,0.220258,1
11,314.15766440826599,1,1.11355,0.716766666666667,0.157664,0.193127,1
11,159.05122076677901,1,1.1223666666666701,0.14986666666666701,0.051221,0.126377,1
11,193.052458554498,2,1.1223666666666701,0.187766666666667,0.052459,0.163106,1
11,273.19403541890802,1,1.1223666666666701,0.14106666666666701,0.194035,0.111015,0
11,291.20517431482102,1,1.1223666666666701,4.4083333333333301E-2,0.205174,0.119988,0
11,295.07895724402101,2,1.1223666666666701,1.76333333333334E-2,0.078957,0.250531,1
11,196.146466666333,1,1.1311833333333301,2.6449999999999901E-2,0.146467,0.072552,1
11,210.14915666868899,1,1.1311833333333301,0.27593333333333298,0.149157,0.085498,1
11,315.88180663522502,1,1.1311833333333301,0.22040000000000001,0.881807,0.470910,0
11,492.88412787928598,1,1.1311833333333301,4.4083333333333301E-2,0.884128,-0.333769,0
11,532.139141195467,2,1.1311833333333301,7.9350000000000004E-2,0.139141,0.455050,1
11,311.07602567202201,1,1.1399999999999999,0.302383333333333,0.076026,0.271325,1
11,334.14956107769098,1,1.1399999999999999,0.49635000000000001,0.149561,0.223553,1
11,166.08744405550999,1,1.1488166666666699,0.52280000000000004,0.087444,0.098011,0
11,243.049624778539,1,1.1488166666666699,0.13225000000000001,0.049625,0.221767,1
11,268.06923409334303,1,1.1488166666666699,0.11461666666666701,0.069234,0.230094,0
11,361.07558159380199,2,1.1488166666666699,0.12343333333333401,0.075582,0.327599,1
11,396.0363476791,1,1.1488166666666699,0.22923333333333301,0.036348,0.405870,1
11,137.059872385235,1,1.15763333333333,0.45226666666666698,0.059872,0.093170,0
11,323.220498957659,1,1.15763333333333,0.22041666666666701,0.220499,0.140412,1
11,352.02577785089397,1,1.15763333333333,0.320016666666667,0.025778,0.367297,1
11,685.16338241030701,2,1.15763333333333,8.8166666666666504E-2,0.163382,-0.398323,1
11,141.05491325324701,2,1.16645,0.25829999999999997,0.054913,0.102590,0
11,275.994891829094,1,1.16645,0.15870000000000001,0.994892,0.313287,0
11,295.08086450493198,2,1.16645,2.6450000000000098E-2,0.080865,0.248625,1
11,178.036769290406,2,1.16645,0.52280000000000004,0.036769,0.162028,0
11,515.13704386240897,2,1.16645,0.320016666666667,0.137044,0.438163,1
11,655.21934313204702,1,1.16645,0.320016666666667,0.219343,-0.487719,1
11,188.04030019379601,2,1.17526666666667,0.14988333333333301,0.040300,0.169667,1
11,227.05508644387399,2,1.18408333333333,6.17166666666666E-2,0.055086,0.198445,1
