Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
7cbaa3fa-16fd-4343-9bcb-e90b34a1072f,3ec886e7-f15d-4c35-83d0-bdec4817ae4b,Fully Paid,449020,Long Term,,,9 years,Own Home,Debt Consolidation,18904.81,19.4,NA,8,0,334533,428956,0,0
c9a16a9d-8801-4430-b445-dbf9cf845e31,abb4c446-08ea-49ff-aeb8-5e1e9da673e7,Charged Off,653004,Long Term,,,7 years,Home Mortgage,Debt Consolidation,14537.09,20.5,NA,9,0,302309,413754,0,0
24e8c8bd-d10b-4dac-8b81-1da470ff5ecb,967e8733-7189-49b7-a3ab-6a1d0e1abdac,Fully Paid,666204,Long Term,723,1821967,10+ years,Home Mortgage,Debt Consolidation,17612.24,22,34,15,0,813694,2004618,0,0
c6be21f0-80b1-46b3-8019-16646fd2137d,c67b2cb5-9f91-4bcb-9a03-03d1589c6c1a,Fully Paid,66396,Short Term,,,10+ years,Rent,Debt Consolidation,9898.81,27.1,NA,23,1,9728,402380,1,0
41f7dd8d-bfdd-43de-859a-2ce215aa4c07,422f9b72-5041-407c-8ac4-982213deacd1,Fully Paid,390390,Short Term,747,1791738,8 years,Home Mortgage,Home Improvements,2478.55,22.7,NA,6,0,121182,801812,0,0
150ebbad-ebed-441e-b70d-2f350ad7dca6,40f729c9-54c7-4768-9fb5-2fa41d074c48,Charged Off,317108,Long Term,687,1133274,8 years,Rent,Debt Consolidation,9632.81,17.4,53,4,0,60287,126940,0,0
31ae42f6-7e92-46bf-97e9-fa25499162ba,016c5139-4da2-44ba-a0a6-7b23597526a8,Fully Paid,128238,Short Term,750,1354073,< 1 year,Rent,Debt Consolidation,13202.15,11.9,NA,7,0,131936,458788,0,0
c7e2b784-016b-4fc4-8fde-623f09126557,5b53e176-8fc7-48bf-9d78-ceb5aa284f36,Charged Off,153252,Short Term,714,1890690,2 years,Rent,Debt Consolidation,21900.35,15.7,NA,12,0,891594,1081014,0,0
14c61ec2-6349-4d01-ba85-2daebfbf85d6,eb166545-76e5-43ae-8c64-3fe5ebb9c729,Fully Paid,91894,Short Term,724,850383,10+ years,Home Mortgage,Debt Consolidation,5860.74,17.5,NA,7,0,95608,230626,0,0
7aa649ff-b73b-4556-a4c3-a4d35762809a,54f57722-2473-4dd8-b69b-82b5b0c1c9f9,Fully Paid,244926,Long Term,704,1249953,4 years,Home Mortgage,Debt Consolidation,6812.26,14.4,NA,6,1,143051,245014,0,1
578c8e10-3214-4491-bdbc-b1695ef8ff87,cbe53e22-ba67-4eaf-a4fb-c5acdd12ec66,Fully Paid,465410,Long Term,688,1722654,3 years,Rent,Buy House,15647.45,22.3,30,7,0,107559,488356,0,0
0c14cb77-29a3-4964-9198-0c43f5f982b0,9baf6d5d-f744-4332-abb0-e939b75cde40,Fully Paid,99999999,Short Term,724,1029857,1 year,Rent,Debt Consolidation,13817.18,12,NA,6,0,138339,221232,0,0
18a7a019-6594-478c-b070-fb3b1c695587,2bdc133d-cbbf-46c1-a902-488924082993,Fully Paid,443960,Short Term,749,1432391,2 years,Home Mortgage,Debt Consolidation,25186.21,14,NA,15,0,342475,905344,0,0
ccc6dadf-7530-4ca6-a679-a228ae478b5d,689da294-ff83-4d49-986a-c61887f6d4e2,Fully Paid,99999999,Short Term,746,1749748,10+ years,Home Mortgage,Debt Consolidation,19247.19,20,32,17,0,224390,295240,0,0
dcf093ca-d26b-4853-9679-aa0c7ebe05a7,5129cffc-68a1-4dd9-8bfe-035f3478d6dd,Fully Paid,107404,Short Term,,,n/a,Home Mortgage,other,19238.07,43.7,NA,5,0,28956,58014,0,0
b762002d-4f8b-4eb0-a1c7-b1a9874fd997,f4226232-1c33-4d69-ada0-c88245fe345f,Fully Paid,99999999,Short Term,737,1501912,6 years,Rent,Business Loan,31039.54,18,NA,8,0,229349,469172,0,0
99826faa-9c45-438e-9ee5-0d7523cffc12,247c59e9-cf6b-40a7-ae35-d102b69991cc,Fully Paid,334620,Short Term,729,1348620,2 years,Rent,Debt Consolidation,16913.99,20,NA,16,0,313177,539616,0,0
feee8a68-5ddc-41a6-9d10-d5e3f2e4f7c6,1c9b6b3e-060d-4a70-8b08-522a7f589e89,Charged Off,130174,Short Term,733,524609,< 1 year,Rent,Debt Consolidation,9311.71,15.4,NA,7,1,130701,268818,1,0
af76ed30-e663-4125-8749-3ff5e509cb37,61a4f1ed-e2c3-401e-aec8-9b0d7178f5ff,Fully Paid,333564,Long Term,725,1248338,10+ years,Home Mortgage,Debt Consolidation,18205.04,14.6,NA,18,0,300979,515526,0,0
83ad0662-ef2d-4732-99ff-e9cdab4eb276,2d53b50a-30a2-488e-a287-3780b26e62ba,Fully Paid,109318,Long Term,,,10+ years,Home Mortgage,Buy a Car,15524.9,22.7,NA,9,0,77121,920524,0,0
677c8cd8-efef-402a-8464-268f1d86fc5a,b91032a8-107c-4c0f-9ef8-c517e696f497,Fully Paid,125796,Short Term,745,1261068,5 years,Home Mortgage,Debt Consolidation,20597.33,24.5,NA,13,0,684817,997414,0,0
01258b9b-bcac-4935-8fd5-cff308b65943,86b8d158-c6f7-4ff0-8aaf-4eb96a3e6adc,Fully Paid,99999999,Short Term,743,752039,4 years,Home Mortgage,Debt Consolidation,17046.23,14.1,NA,10,0,213484,478126,0,0
d6946f18-5e64-41e6-ba92-ebff21fc5cee,d1d8497b-90bf-48ea-a8b1-40c909ab1f97,Fully Paid,161172,Short Term,720,796499,8 years,Home Mortgage,Debt Consolidation,3404.99,22.6,NA,6,1,114095,170038,0,0
03e3a77a-fa93-489c-b7b3-c06196ba3bce,dedbd71d-dabd-4c64-a38f-bb5886e7f8b6,Charged Off,259842,Short Term,,,8 years,Home Mortgage,Debt Consolidation,11792.73,20.6,34,9,0,401584,708818,0,0
f7db4043-3607-46fe-a421-edf3281eed7c,f7581a72-d073-48a3-934f-14bdfae93691,Fully Paid,449108,Short Term,718,1454507,8 years,Home Mortgage,Debt Consolidation,13090.43,28.8,21,14,0,193990,458414,0,0
21d019a9-dc53-40e9-9c88-1ec3378283fe,64560eb4-f50d-4f14-8a86-b46c0381bef2,Charged Off,688468,Long Term,682,1494616,< 1 year,Rent,Debt Consolidation,14697.07,16.6,50,8,0,343995,843854,0,0
38025238-198c-425e-b6c2-1e3f38b4e46d,33ca84d6-61ab-4e1c-9312-77228201e7dd,Fully Paid,210166,Short Term,,,2 years,Rent,Debt Consolidation,13084.54,14,20,10,0,314336,483362,0,0
dc17c812-a350-459f-84dd-906fd42a5ab2,847e2dfa-a44c-4ec1-b05f-5d4a33e66885,Fully Paid,327008,Long Term,,,4 years,Home Mortgage,Debt Consolidation,15419.45,16.7,24,13,0,268090,529738,0,0
0c84b81a-e5a9-4a92-8dc8-fb179add03a4,628b0914-b1d7-4028-b590-b50f5da53d06,Charged Off,288948,Short Term,7120,537472,10+ years,Rent,Debt Consolidation,5777.9,14.8,NA,4,0,132468,164406,0,0
93d2f093-833c-42a3-8879-05ab3bd73951,c5a714bb-75c6-4264-a807-8a35bb12ce7d,Fully Paid,311762,Long Term,680,2211657,4 years,Home Mortgage,Debt Consolidation,44601.74,14.5,15,11,0,213921,509652,0,0
f1586bd6-bda7-442c-af83-aabc8d079bba,64a23638-0025-41de-b41d-85c01eee6f1a,Fully Paid,266112,Short Term,750,919296,1 year,Rent,Debt Consolidation,12946.79,21.6,NA,9,0,266266,485518,0,0
2e30d6ea-3157-4537-99d9-f580eeaae1d5,5d71bb9d-ce8b-499d-91bf-3df92426430d,Fully Paid,129712,Short Term,723,1465698,10+ years,Own Home,Debt Consolidation,18199.15,19.4,6,34,1,45106,163218,0,0
f6f70cfd-5100-4e63-b3c5-fa602ed29e95,24f6b0cb-17bd-4931-8cc9-b957f20efea5,Fully Paid,287980,Short Term,737,1013954,< 1 year,Home Mortgage,Debt Consolidation,16138.6,18.6,13,11,0,223117,489302,0,0
17d0f2ec-c03f-4885-91a8-aa90830372b5,6cfb0765-7cd8-4ef5-aa6e-f935caf57cf0,Fully Paid,439428,Short Term,710,1518024,8 years,Rent,Debt Consolidation,20923.56,17.8,NA,11,0,209304,265716,0,0
1ee5e9de-290c-45f0-8ef2-445c98afc6f6,1ee733fd-fda7-4666-bbcb-059103773627,Charged Off,456808,Long Term,598,1096167,10+ years,Own Home,Debt Consolidation,14341.39,14.1,NA,8,0,161861,278058,0,0
56171b60-824e-46cf-8e39-3304427e84f4,86d02184-ce07-4f47-9f68-45743fa29ced,Fully Paid,518012,Long Term,719,1193010,10+ years,Own Home,Debt Consolidation,22667.38,20.9,NA,11,0,452770,1080926,0,0
0daecc08-0354-4753-b282-52124b2420df,2884d362-391a-4941-af69-c825cae18002,Charged Off,219692,Long Term,6610,527839,10+ years,Rent,Debt Consolidation,14207.63,17,48,9,0,254277,379918,0,0
b41e7075-f499-4311-8dfb-cbf23b045150,06d6c4a1-7a06-41c5-aeb1-fe0d7e5c895e,Charged Off,214874,Short Term,,,2 years,Rent,Debt Consolidation,20322.78,15.6,69,8,0,285589,402776,0,0
4ead58f0-0383-441a-b93d-a00c6baa74aa,41988ec9-7368-42a3-bc2f-9882fb3779f6,Charged Off,374176,Long Term,652,1239199,10+ years,Home Mortgage,other,5163.25,36.6,42,10,0,126350,415602,0,0
72322924-6242-4503-871f-501870761c91,82b6502d-b24e-43d7-baf5-5624e566bfe3,Fully Paid,99999999,Long Term,730,2509520,10+ years,Home Mortgage,Debt Consolidation,34714.9,40.8,35,12,0,733324,1035496,0,0
a4b4920d-48a4-424f-8386-1959f2f9ae86,48e551b4-6a6f-4450-bf3c-f0ee9bcb266e,Charged Off,176198,Short Term,736,1902090,10+ years,Home Mortgage,Debt Consolidation,28372.89,15.4,7,9,0,206872,620554,0,0
a5ada080-a058-4ad2-8953-002b7ec1ae31,9966e08c-04a6-41ab-86d0-e4062c64bd41,Charged Off,78012,Short Term,7380,728726,4 years,Rent,major_purchase,10135.36,11.4,NA,8,0,104633,199936,0,0
f8dcf551-d7b6-4378-8a29-caa1b0a42e75,b6f9e737-6609-45fd-8d6c-37b1b64c45df,Fully Paid,669372,Short Term,725,2158210,7 years,Home Mortgage,Debt Consolidation,34711.29,9.2,NA,17,0,496052,638176,0,0
4bcf4e06-60c7-4849-8c70-ada382fef5bb,0b25e0aa-3fe1-4540-8e6d-f6e579dfc84a,Fully Paid,130922,Short Term,747,2261304,2 years,Rent,Debt Consolidation,9761.25,16.1,30,6,0,110428,235488,0,0
7e2870c0-998d-4d35-ab8f-df77d30a0b8a,cdb9037a-a7e4-49e5-ace2-61cb3df0e1e0,Fully Paid,174548,Short Term,721,1620681,6 years,Rent,Take a Trip,30522.74,15,27,7,0,40489,128832,0,0
965909d3-09a6-410f-a30f-f25123010b3e,e947abb6-87fa-4e75-b381-d487bc4dd0bf,Charged Off,290224,Long Term,644,837045,7 years,Home Mortgage,Debt Consolidation,8230.99,18.3,10,11,0,176624,370480,0,0
de86c495-4052-43e9-b773-0b6597c41347,2b8d9ed7-d6d4-491e-82f9-f5bee3bd9408,Fully Paid,718784,Long Term,672,1648915,10+ years,Home Mortgage,Debt Consolidation,15664.74,12,5,10,0,252016,489610,0,0
6aca03a8-c5b2-4010-a236-50cb785cc64c,1902ebd8-4ffa-4182-90dd-89a9eb14a9a0,Fully Paid,152548,Short Term,,,7 years,Home Mortgage,Debt Consolidation,19164.54,12.1,26,22,0,120916,946000,0,0
a80790da-0712-4c82-ab49-753c7878c5a0,c5e8d25e-4417-4e67-ac03-9d5cf3f903ca,Fully Paid,602008,Long Term,741,2896721,2 years,Own Home,Debt Consolidation,48278.62,19.6,32,17,0,5246261,11887678,0,0
277db7a2-1644-460b-aa8b-36951e5514f2,8e49b9f9-b15f-4d76-a1f8-2bc90dfdb07f,Fully Paid,171248,Short Term,747,3035725,10+ years,Home Mortgage,Debt Consolidation,42500.15,31.5,17,11,0,25460,151140,0,0
1704367e-1d71-4551-8d33-49aa15cab4b1,88f97adf-070a-47b1-9657-38276eef7d19,Charged Off,523908,Long Term,7370,1028774,6 years,Home Mortgage,Debt Consolidation,22632.99,19.3,NA,5,0,474658,742720,0,0
426da1a8-2d65-4033-a00b-9dc40729ebda,0c0f26c2-c4c9-4f63-ae6c-1895438c6966,Fully Paid,323466,Long Term,699,2048618,6 years,Home Mortgage,Debt Consolidation,27997.64,14,72,19,1,389994,743952,1,0
8196d772-1651-4a42-85a1-f92b51c415bb,fef3362a-2732-4520-ab83-4ce52074aa4e,Charged Off,751520,Long Term,,,6 years,Home Mortgage,Debt Consolidation,27204.01,20.5,48,19,0,483968,594880,0,0
71e2f337-7a44-43cd-9a26-36e74c0cc040,6ae17645-6b2a-4088-bb0c-1ca8424fedd7,Fully Paid,289388,Short Term,,,7 years,Home Mortgage,Debt Consolidation,9758.4,16,NA,12,0,439033,1735030,0,0
3e58847f-ecdf-4945-b7b7-d4141c35ab52,570f58b9-c502-4c7d-b1a8-9df512e9daf5,Fully Paid,144562,Short Term,751,1060922,9 years,Home Mortgage,Debt Consolidation,19750.88,21.8,NA,7,0,314773,1035408,0,0
5463544a-4d55-402e-bdde-48a27644dfb2,c2fe5a7f-9826-48ad-ae02-b2c31cae3463,Fully Paid,211222,Short Term,694,947625,4 years,Rent,Debt Consolidation,8923.35,18,65,9,1,93081,397694,1,0
67d1e3af-f5f1-41a0-8051-ebe452c3502b,e978f6d8-912e-418e-8649-1b970583f4c8,Fully Paid,162360,Short Term,720,486875,10+ years,Rent,Debt Consolidation,8560.83,15.1,46,16,0,129504,434654,0,0
ce3eb521-f562-4183-b307-276cd39f65f7,decb6753-c45f-4f8a-ae0d-e8b26d246998,Fully Paid,99999999,Short Term,699,2770162,5 years,Home Mortgage,Debt Consolidation,48708.4,25.6,25,13,0,348802,449262,0,0
fd50c3d1-8d6d-410e-ba58-d3f1bcae6409,a17de546-6b7f-4abf-9af4-99047eeda08a,Fully Paid,311058,Long Term,675,1343167,n/a,Home Mortgage,Debt Consolidation,21378.8,31.4,17,11,0,247912,541596,0,0
3924da4c-a6f7-4852-8fa4-c0ed8a6e903d,8980b1b1-7f07-49c7-a4f7-4268a61210f5,Fully Paid,767536,Long Term,724,6628720,10+ years,Home Mortgage,Debt Consolidation,53747.96,29.5,NA,13,0,1426425,2510112,0,0
f41d9a21-d501-46d2-93c7-3c5b3b6bd3b5,6e8df64b-1404-4c95-8c79-954a601ba585,Charged Off,133034,Short Term,,,5 years,Own Home,other,30520.46,13.8,NA,23,0,113278,1561406,0,0
38c7f29b-fc9d-4674-be19-e0a4f1a9afc6,55012e48-1a72-4609-b289-cd25b03f1aea,Fully Paid,389884,Short Term,657,4776125,1 year,Home Mortgage,Debt Consolidation,42985.22,21.5,4,14,1,237500,562386,1,0
11653c24-aa0a-4435-9ec7-4720d2bf4da8,d377d2ea-5cf8-4ee2-b7ba-f5be4dbb1b11,Fully Paid,163966,Short Term,678,719910,9 years,Home Mortgage,Home Improvements,12778.26,6.4,NA,9,1,66025,138248,0,1
333ea452-cc2d-41a5-9970-a011ea10d148,47e5d0b1-228e-4fae-a0a5-22f4b9f8ad7d,Fully Paid,433312,Short Term,736,1010401,7 years,Home Mortgage,Debt Consolidation,22228.86,16.1,11,19,0,201780,613228,0,0
9d2b2b18-c11e-4c01-9608-542d87f200d3,42374c5d-1275-4b47-b0d6-e1c33d02b811,Fully Paid,99999999,Short Term,737,2015159,6 years,Home Mortgage,Debt Consolidation,21494.89,10.5,54,16,0,321214,478060,0,0
0e4489e9-f9c0-4a8b-9e1b-818fcdfa5956,2bafd352-5fbb-4435-8316-fa2e7bc6950f,Fully Paid,99999999,Short Term,748,1875680,5 years,Rent,other,9393.98,13,NA,14,0,232674,1353858,0,0
b97f1dad-69b8-4971-ae26-0a4e774239a8,3c75455c-6827-49fc-b91d-3001a1a5c9ba,Fully Paid,89320,Short Term,748,1832075,< 1 year,Home Mortgage,Other,13312.92,19,NA,6,0,127946,216260,0,0
5bc5f041-9d56-4ed0-af6a-37d12daa5c49,ac460fac-928b-4149-b919-69ea4eb9750f,Fully Paid,392282,Long Term,688,974662,8 years,Home Mortgage,Debt Consolidation,10396.42,12,10,11,0,35663,242946,0,0
747a1799-0cee-4e91-9b8c-1fcfe1d23906,d80034d4-37b2-4380-9546-3bc3c9025077,Fully Paid,444620,Short Term,,,2 years,Home Mortgage,Home Improvements,15292.34,11.8,NA,9,0,373350,522742,0,0
37b7adb4-8f90-4ddf-813c-813e34dda68a,034ce7a6-999c-4ffa-a1d2-610f88a29606,Fully Paid,262988,Short Term,743,1340279,n/a,Rent,Debt Consolidation,9348.38,28.2,35,9,0,499548,681296,0,0
1e59ad24-1924-46bb-ab5f-d507d795fa5d,0f9f9ea4-6122-4fc6-99fd-6c6c38a32138,Fully Paid,498586,Long Term,666,1351679,3 years,Rent,Other,32214.88,12.2,NA,15,0,205637,433686,0,0
8873a073-d23d-49a9-9b44-381e04fb118b,f55d6d2b-646b-4d5d-996e-85f78f6fe3f2,Fully Paid,378334,Short Term,714,2120514,2 years,Rent,Debt Consolidation,35695.3,17,24,12,0,75335,413402,0,0
cf95346d-6bc9-4b10-8383-b42342da886c,e5e051b3-545f-45c7-a975-360b732f7c97,Fully Paid,99999999,Short Term,734,1355802,3 years,Rent,Debt Consolidation,15365.68,44.5,31,8,0,25441,1841796,0,0
df9ae7ca-d33b-4abc-b2ec-c6455f7a5cc6,377a2055-0d25-4dd0-a7c9-28cb61f68259,Charged Off,194942,Short Term,742,1212238,1 year,Rent,Debt Consolidation,25254.99,27.4,19,13,1,176396,339834,1,0
25dc64d4-1fbb-4f93-9f2b-6d60fb75eea3,46dce277-4cdd-4b47-83f8-97078cb41bc0,Fully Paid,731566,Short Term,705,1377443,10+ years,Home Mortgage,Debt Consolidation,13429.96,20.4,65,18,0,563008,1070432,0,0
374bba0a-c0fe-46bf-a93f-b7aa70333d92,64f770d8-dec2-42e7-8955-6149ce7efd5f,Fully Paid,479358,Short Term,,,10+ years,Rent,Debt Consolidation,22659.59,22.4,41,13,0,807462,1391302,0,0
bbde2bed-dc43-409a-a4e9-06e3cfd3e2cd,4da78dcb-83c2-4338-9a5b-72bd01053f5c,Fully Paid,336908,Short Term,,,10+ years,Rent,Debt Consolidation,6652.47,29.1,NA,8,0,277419,1119250,0,0
97a3b948-4883-442e-a362-1a0751bf6d9e,4cc38eb2-c463-493a-82e9-1571bacc69a9,Fully Paid,270116,Short Term,,,2 years,Home Mortgage,Debt Consolidation,15649.92,31.3,NA,22,0,648850,3996322,0,0
9270a0f9-c873-4cff-b8d6-63b5377a0340,f4a63c54-c7b6-4132-a5c1-160b09c0a1cf,Fully Paid,156772,Short Term,748,1411966,6 years,Home Mortgage,Home Improvements,22591.38,18,73,10,0,38456,251548,0,0
268d33e0-76cc-42b4-9e18-8c3e9f9a34c6,40deeacb-f472-4241-9861-56ce8bfe3151,Fully Paid,306548,Short Term,,,6 years,Rent,Debt Consolidation,11157.37,17.5,NA,10,0,200127,387508,0,0
ed6b4f20-6897-44b9-b36c-834f5f371853,bc653e0d-ccac-4114-b998-f53c9f2dffc8,Fully Paid,432080,Short Term,,,10+ years,Rent,Debt Consolidation,35360.14,17.9,24,22,0,160550,685982,0,0
4cfa482a-57c2-4856-ab26-a8af32adaa3f,403bdb3c-e326-4172-9f81-4e6b992cc349,Fully Paid,158818,Short Term,731,315666,n/a,Own Home,Debt Consolidation,8522.83,31.3,60,13,2,260072,756646,0,2
87260afa-a95d-4507-9db0-c8eeb5db5aef,168cc347-945f-43d4-827b-1c06c7a80722,Charged Off,78738,Short Term,6240,536370,2 years,Rent,other,14034.92,10.5,15,14,0,138586,266112,0,0
10da47ac-d3ce-461c-bf95-1b9d0cac176f,d110ff2c-c936-487a-8e4f-8a192bad9cd8,Fully Paid,453464,Short Term,712,895147,3 years,Rent,Debt Consolidation,17007.85,14.2,77,12,1,137845,222926,1,0
65eff4d6-e64b-405f-abe9-b8e0c273397c,e298cbfc-074f-4441-9faf-d452aba7487f,Fully Paid,595672,Short Term,685,1305927,10+ years,Rent,Debt Consolidation,13603.43,25.9,NA,8,0,108148,129624,0,0
9239bc63-b054-475a-bb83-b631e62685b4,4b8c3426-83b6-4e7a-bd22-ab5695587508,Fully Paid,166672,Short Term,705,1048667,10+ years,Home Mortgage,Debt Consolidation,16166.91,16,18,10,0,167656,267014,0,0
29cf8611-c24d-4ad2-a3b5-2dadd9b7850f,5df79973-ce71-49e2-a6a2-a52221cd1b1a,Fully Paid,132792,Short Term,751,668990,4 years,Rent,other,6132.25,14.7,NA,5,0,61199,214742,0,0
e67fc85b-55e8-4961-9199-8ae4610b2e24,fc5cff9c-c6b5-4616-a83f-c6866e7ce032,Charged Off,119504,Short Term,745,938315,2 years,Home Mortgage,Buy House,11807.17,13,9,11,0,32300,104170,0,0
5cfed06e-4876-4098-b368-984806f1cee1,ba4f8d7d-4907-4870-a1b1-e79f7055e13d,Fully Paid,33022,Short Term,723,1673007,7 years,Rent,Debt Consolidation,25234.47,23.3,80,13,0,125609,323928,0,0
9041f59a-e02d-40e1-a6ef-60dce86ca5c9,4bdc5535-cbfe-4f08-9852-0d2a690a4644,Fully Paid,448976,Short Term,742,4071396,10+ years,Home Mortgage,Debt Consolidation,10348.16,19.7,NA,7,0,486001,1253340,0,0
9cca9017-f068-40d9-bc1f-b3628215b25c,f0d6b352-bcf0-4114-9180-3e25878ddf69,Fully Paid,280588,Short Term,717,671080,3 years,Rent,Debt Consolidation,17447.89,10,70,10,1,168169,470360,1,0
15d95766-83b9-4218-aea1-b7d8bb023d43,151e8706-cbcc-4d7f-bff0-a13ef9f5807a,Charged Off,556336,Long Term,714,1402960,10+ years,Home Mortgage,Debt Consolidation,19524.4,19.5,38,5,0,317338,389246,0,0
9c4fc474-8aa1-4a3b-9d18-818bb81c6b0c,455d606b-6b1e-4222-9b90-987c55d001e6,Fully Paid,541310,Short Term,722,1682982,1 year,Home Mortgage,Debt Consolidation,52733.36,17.9,35,13,0,356288,619432,0,0
206c7b26-db44-4c00-a637-3fcb931b3138,8823b7a8-9c0b-4f2d-a1dc-ffcb37ee4efb,Fully Paid,311872,Long Term,680,1063810,6 years,Home Mortgage,Debt Consolidation,28191.06,12.2,NA,10,0,391723,591338,0,0
76fa89b9-e6a8-49af-afa1-8151315aba8e,9d42ab3f-ccf7-4b8e-9dc0-54caaae9c343,Fully Paid,340604,Long Term,618,928701,10+ years,Home Mortgage,Debt Consolidation,21205.52,14.4,NA,5,0,291137,368808,0,0
296ccd77-325c-4c02-a2ce-d7aff95ff7a5,3fcb95d2-9f4f-4877-b959-a02948af9de4,Charged Off,765160,Long Term,719,2643242,7 years,Home Mortgage,Debt Consolidation,34582.47,20.5,47,19,0,249755,489302,0,0
856c1ab9-2294-43a2-8121-efae82cd595c,3edb6bb1-2045-4746-bd78-cdd4a7683b8d,Charged Off,109802,Short Term,745,474069,< 1 year,Rent,Debt Consolidation,1497.39,11,NA,2,0,91048,186604,0,0
fbeb20b4-19e7-407c-8bb7-a6cb41cca2cb,030a28e3-11ef-4d3f-9601-0479039ac27c,Charged Off,349756,Long Term,737,2491945,3 years,Rent,Debt Consolidation,23258.28,21.5,NA,7,0,270332,660396,0,0
cce5ecac-8760-4a74-a326-e11b56611bac,90303eb6-110d-4aed-98e9-5bdb1ce8bb10,Fully Paid,545886,Short Term,718,1565182,7 years,Rent,Debt Consolidation,41477,15,6,16,0,80465,296714,0,0
7668e8bf-63f4-4d29-b548-0ca9a78d888c,d7ba72fa-b67b-46e7-8f1b-aa68520b89c8,Fully Paid,99999999,Short Term,750,2435667,7 years,Rent,Debt Consolidation,31257.66,12.3,NA,10,0,72276,1073028,0,0
